Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-038	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	98.9	20	30.1	13	16.4	52	PD
X-038	LLM871	FGFR2/4	single	380.5	21	42.7	11	10.9	25	PD
X-038	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	60	28	18	13	33.7	52	PD
X-038	everolimus	MTOR	single	-56.7	80	-25	129	129	129	PR-->PD
X-038	trastuzumab	ERBB2	single	50.6	23	16.5	13	33.7	36	PD
X-038	untreated	"UNKNOWN,Untreated"	single	145.8	21	41	12	12.9	60	PD
X-039	BYL719	PIK3CA	single	380.2	22	111	12	6	26	PD
X-039	BYL719 + HSP990	"PIK3CA,HSP90"	combo	148.4	22	34.8	12	16.8	33	PD
X-039	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	179	20	28.6	13	14.5	34	PD
X-039	HSP990	HSP90	single	390.7	22	69.4	12	9.2	33	PD
X-039	LEE011	"CDK4,CDK6,CDK4/6"	single	89.7	22	49.8	12	13.3	67	PD
X-039	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	73.6	23	59.9	13	12.2	55	PD
X-039	LJM716	ERBB3	single	188.6	21	31.4	14	14.9	28	PD
X-039	everolimus	MTOR	single	0.7	19	11.7	19	28.9	60	SD-->PD
X-039	untreated	"UNKNOWN,Untreated"	single	341.9	21	118.9	14	5	24	PD
X-050	BYL719	PIK3CA	single	89.7	20	33.9	11	21	38	PD
X-050	BYL719 + HSP990	"PIK3CA,HSP90"	combo	27.2	14	15.3	14	26.4	49	SD-->PD
X-050	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-92.9	25	-66	54	54	54	PR
X-050	HSP990	HSP90	single	164.4	20	36.7	12	13.9	40	PD
X-050	LEE011	"CDK4,CDK6,CDK4/6"	single	-24.9	7	-10.7	7	7	7	SD
X-050	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-31.2	9	-19.5	27	86	86	SD-->PD
X-050	LJM716	ERBB3	single	-41.7	70	-5.2	11	77	77	SD-->PD
X-050	everolimus	MTOR	single	1.6	12	4.8	12	31.9	76	SD-->PD
X-050	untreated	"UNKNOWN,Untreated"	single	237	21	46	11	11.9	46	PD
X-055	untreated	"UNKNOWN,Untreated"	single	212.1	21	46.6	11	10	28	PD
X-056	BGJ398	FGFR	single	198.8	21	25.9	11	13.5	48	PD
X-056	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-0.8	14	-2.9	11	44	44	SD
X-056	BYL719	PIK3CA	single	-12	38	15.6	12	38	38	SD-->PD
X-056	BYL719 + HSP990	"PIK3CA,HSP90"	combo	5.1	28	-1.6	12	28	28	SD
X-056	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	0.7	12	8	12	51.1	78	SD-->PD
X-056	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	77.3	22	16.7	12	25.6	28	PD
X-056	HDM201	MDM2	single	102	22	31.3	12	21.7	26	PD
X-056	figitumumab	IGF1R	single	-100	137	-6.7	209	18.6	209	SD-->PD
X-056	HSP990	HSP90	single	195.5	21	57.3	14	11.6	33	PD
X-056	INC280	MET	single	141.5	24	-0.3	11	18.2	49	PD
X-056	INC280 + trastuzumab	"ERBB2,MET"	combo	60.6	22	16.3	15	41.8	60	PD
X-056	LEE011	"CDK4,CDK6,CDK4/6"	single	-100	58	-75.9	194	194	194	CR
X-056	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-3.9	12	4.9	12	22	22	SD
X-056	LJM716	ERBB3	single	133	21	26.3	14	16.2	34	PD
X-056	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	66.6	37	31.7	14	22.5	48	PD
X-056	LLM871	FGFR2/4	single	154.2	21	37.3	14	15.1	85	PD
X-056	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-88.6	81	-64.4	113	158	158	PR-->-->PD
X-056	everolimus	MTOR	single	69.6	21	13.4	11	23.3	32	PD
X-056	trastuzumab	ERBB2	single	92.9	22	6.5	12	22.9	54	PD
X-056	untreated	"UNKNOWN,Untreated"	single	155.8	24	42.2	12	19.8	66	PD
X-057	BGJ398	FGFR	single	277.7	18	40.1	11	11.1	18	PD
X-057	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-3.8	11	-3.8	11	36	36	SD-->PD
X-057	BYL719	PIK3CA	single	61.4	21	11.9	11	25	25	PD
X-057	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-10.8	29	-19.1	12	33	33	SD-->PD
X-057	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	26.5	33	-4.2	12	33	33	SD-->PD
X-057	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	3.2	15	8.5	15	29	29	SD-->PD
X-057	HDM201	MDM2	single	287.9	18	57	11	8.8	18	PD
X-057	figitumumab	IGF1R	single	324.7	21	51	11	10	25	PD
X-057	HSP990	HSP90	single	170.1	20	30.7	13	16.6	24	PD
X-057	INC280	MET	single	325.2	21	69	14	10.8	42	PD
X-057	INC280 + trastuzumab	"ERBB2,MET"	combo	316.2	21	60.4	14	11.6	24	PD
X-057	LEE011	"CDK4,CDK6,CDK4/6"	single	252.1	21	65.4	11	7.8	25	PD
X-057	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	10.7	30	14.3	13	30	30	SD-->PD
X-057	LJM716	ERBB3	single	10.7	15	-5.9	12	29.6	33	SD-->PD
X-057	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	239.2	22	28.5	12	14.5	29	PD
X-057	LLM871	FGFR2/4	single	-100	27	-92.2	288	288	288	CR
X-057	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	107.9	14	41.1	14	13.3	14	PD
X-057	everolimus	MTOR	single	17.3	18	3.6	11	39	39	SD-->PD
X-057	trastuzumab	ERBB2	single	263	21	20.7	11	12.8	25	PD
X-064	BGJ398	FGFR	single	163.1	22	23.4	12	17.2	26	PD
X-064	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-18	12	-9.2	12	26	26	SD-->PD
X-064	BYL719	PIK3CA	single	-11.8	12	-4.7	12	33	33	SD-->PD
X-064	BYL719 + HSP990	"PIK3CA,HSP90"	combo	8.1	25	11.4	11	28	28	SD
X-064	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	25.8	11	11.5	11	14	14	SD
X-064	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-4.5	13	-0.8	13	54.4	58	SD-->PD
X-064	HDM201	MDM2	single	-28.7	12	-12.8	16	26	26	SD-->PD
X-064	figitumumab	IGF1R	single	387.6	22	69.8	12	9.2	26	PD
X-064	HSP990	HSP90	single	105.1	20	66.6	13	11.1	31	PD
X-064	INC280	MET	single	14.2	12	2.1	12	15	15	SD-->PD
X-064	INC280 + trastuzumab	"ERBB2,MET"	combo	-76	19	-45.4	29	36	36	PR-->PD
X-064	LEE011	"CDK4,CDK6,CDK4/6"	single	-42.3	42	-25.2	42	125	125	SD-->PD
X-064	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	27.6	26	22.6	11	27	33	SD
X-064	LJM716	ERBB3	single	112.2	22	46.8	12	9.8	26	PD
X-064	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	293.9	20	96	13	8.7	20	PD
X-064	LLM871	FGFR2/4	single	124.7	20	23.8	13	18.6	31	PD
X-064	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-43.2	5	-13	5	5	5	SD
X-064	everolimus	MTOR	single	48.3	22	5.7	12	26	26	PD
X-064	trastuzumab	ERBB2	single	449.5	22	56.5	12	10.3	26	PD
X-065	BGJ398	FGFR	single	123	20	22.9	16	18.6	52	PD
X-065	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-31.8	23	-12.2	23	41	41	SD
X-065	BYL719	PIK3CA	single	-30.5	23	-13.9	23	104.4	127	SD-->PD
X-065	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-64.1	89	-20.4	106	106	106	PR-->PD
X-065	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-87.5	82	-62.9	111	141.7	168	PR-->-->PD
X-065	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-91	38	0.8	38	144.5	155	SD-->-->PD
X-065	HDM201	MDM2	single	29.1	14	32	14	14	14	PD
X-065	figitumumab	IGF1R	single	106.3	23	21.5	12	22	59	PD
X-065	HSP990	HSP90	single	62.1	20	12.7	15	41.4	98	PD
X-065	INC280	MET	single	66.1	27	23.1	13	17.4	41	PD
X-065	INC280 + trastuzumab	"ERBB2,MET"	combo	79.4	21	20.2	14	23.5	42	PD
X-065	LEE011	"CDK4,CDK6,CDK4/6"	single	421.9	29	65.7	14	10.6	42	PD
X-065	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	4.6	13	7.8	13	36.8	97	SD-->PD
X-065	LJM716	ERBB3	single	4.1	9	17.4	15	46.4	75	SD-->PD
X-065	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-100	86	-52.7	86	86	86	CR
X-065	LLM871	FGFR2/4	single	-2.2	12	-6.2	12	65.4	116	SD-->PD
X-065	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	122.8	22	25.3	13	17.1	41	PD
X-065	everolimus	MTOR	single	-39.4	18	-17.1	34	116.6	127	SD-->PD
X-065	trastuzumab	ERBB2	single	-4.5	12	-2.7	12	37.3	89	SD-->PD
X-065	untreated	"UNKNOWN,Untreated"	single	402.7	36	43.3	12	13	68	PD
X-067	BGJ398	FGFR	single	67.4	25	13.1	11	33.1	96	PD
X-067	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-22.9	25	-5.9	25	25	25	SD
X-067	BYL719	PIK3CA	single	55	30	27.3	11	42.5	96	PD
X-067	BYL719 + HSP990	"PIK3CA,HSP90"	combo	73.3	22	26.9	13	29.4	68	PD
X-067	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	60.9	21	43.5	14	26.3	45	PD
X-067	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-24.6	126	13.9	14	155	155	SD-->-->PD
X-067	HDM201	MDM2	single	64	30	12.2	11	45.8	96	PD
X-067	figitumumab	IGF1R	single	108.2	25	6.1	11	24	66	PD
X-067	HSP990	HSP90	single	63.2	25	23.1	11	30	30	PD
X-067	INC280	MET	single	7	13	4.1	13	19	19	SD
X-067	INC280 + trastuzumab	"ERBB2,MET"	combo	216.9	20	44	15	13	34	PD
X-067	LEE011	"CDK4,CDK6,CDK4/6"	single	50	25	22.9	11	49.4	80	PD
X-067	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	10.2	45	28.7	56	56	56	SD
X-067	LJM716	ERBB3	single	290.2	15	122	15	7.1	15	PD
X-067	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	127.4	20	33.6	15	17.9	34	PD
X-067	LLM871	FGFR2/4	single	18.1	12	3.8	12	47.6	116	SD-->PD
X-067	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-9.3	13	-6.6	13	85.9	96	SD-->PD
X-067	everolimus	MTOR	single	16.7	14	21.7	14	76.2	109	SD-->PD
X-067	trastuzumab	ERBB2	single	-34.1	12	-18.7	28	63.7	89	SD-->PD
X-074	BYL719	PIK3CA	single	92.4	22	25.7	12	22.5	54	PD
X-074	BYL719 + HSP990	"PIK3CA,HSP90"	combo	24.6	22	6.6	12	35.1	88	SD-->PD
X-074	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	2.4	9	12	16	45.6	69	SD-->PD
X-074	HSP990	HSP90	single	243.7	22	42.2	12	12.5	57	PD
X-074	LEE011	"CDK4,CDK6,CDK4/6"	single	356.8	22	101.8	12	6.2	33	PD
X-074	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-12.8	10	-8.9	14	77.1	113	SD-->PD
X-074	LJM716	ERBB3	single	280.9	21	40	14	14.1	24	PD
X-074	everolimus	MTOR	single	99.3	22	36.7	12	17.6	57	PD
X-074	untreated	"UNKNOWN,Untreated"	single	101.8	21	24.9	14	14.9	42	PD
X-075	BGJ398	FGFR	single	159.4	21	10.6	14	18.1	28	PD
X-075	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	194.6	20	32.8	12	13.1	45	PD
X-075	BYL719	PIK3CA	single	105	20	14.1	12	19.6	49	PD
X-075	BYL719 + HSP990	"PIK3CA,HSP90"	combo	10.5	9	19.3	13	30	30	SD
X-075	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-33.5	38	-8.3	41	48	48	SD
X-075	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	112.6	20	42.7	14	17.9	30	PD
X-075	HDM201	MDM2	single	238.7	20	43.6	12	10.2	49	PD
X-075	figitumumab	IGF1R	single	11	22	25.1	12	24.5	33	SD-->PD
X-075	HSP990	HSP90	single	206.1	25	22.3	12	17.9	44	PD
X-075	INC280	MET	single	119.9	20	42.6	14	18.2	30	PD
X-075	INC280 + trastuzumab	"ERBB2,MET"	combo	108.1	20	52.9	14	15.1	27	PD
X-075	LEE011	"CDK4,CDK6,CDK4/6"	single	54.8	20	7.3	12	22.6	64	PD
X-075	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	35.7	22	11.1	11	36.8	62	PD
X-075	LJM716	ERBB3	single	198.9	20	46.5	13	11.5	25	PD
X-075	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	2.8	13	1.2	13	29	29	SD-->PD
X-075	LLM871	FGFR2/4	single	119.1	26	21.6	12	20.3	33	PD
X-075	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	71.2	23	5.4	13	33.5	56	PD
X-075	everolimus	MTOR	single	142	20	8.8	12	15	41	PD
X-075	trastuzumab	ERBB2	single	28.2	18	-1.3	11	28	32	SD-->PD
X-077	BGJ398	FGFR	single	77.6	20	5.4	14	26.6	63	PD
X-077	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	9.3	10	8.1	14	73	73	SD-->PD
X-077	BYL719	PIK3CA	single	-22.6	10	-11.5	14	57.9	107	SD-->PD
X-077	BYL719 + HSP990	"PIK3CA,HSP90"	combo	40.9	27	53.7	30	13.6	70	PD
X-077	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	280.4	21	49.2	14	11.1	34	PD
X-077	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	244.6	22	41.6	11	13.3	29	PD
X-077	HDM201	MDM2	single	144.3	22	53.6	12	10.6	32	PD
X-077	figitumumab	IGF1R	single	356.9	22	75.1	12	9.1	32	PD
X-077	HSP990	HSP90	single	181	21	54.1	14	11.7	49	PD
X-077	INC280	MET	single	202.8	22	32.2	11	12.8	29	PD
X-077	INC280 + trastuzumab	"ERBB2,MET"	combo	108.7	34	8	11	21.7	45	PD
X-077	LEE011	"CDK4,CDK6,CDK4/6"	single	164.9	22	60.2	12	10.2	32	PD
X-077	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-47.3	11	-31.8	11	66	66	SD-->PD
X-077	LJM716	ERBB3	single	218.2	23	2.6	11	15.5	31	PD
X-077	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	156.5	21	35.8	14	15.3	21	PD
X-077	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	17.1	48	36.6	14	72.1	77	PD
X-077	everolimus	MTOR	single	-39.6	42	-23.9	51	78	78	SD
X-077	trastuzumab	ERBB2	single	-50.3	26	4.8	32	50.7	119	SD-->PD
X-077	untreated	"UNKNOWN,Untreated"	single	100.1	27	54.4	13	16.5	82	PD
X-078	BYL719	PIK3CA	single	117.3	26	18.7	13	19.9	57	PD
X-078	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-23.4	12	-10.1	12	36.7	67	SD-->PD
X-078	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-38.5	10	-18	14	38.5	63	SD-->PD
X-078	HSP990	HSP90	single	294.5	22	22.1	12	13.7	33	PD
X-078	LEE011	"CDK4,CDK6,CDK4/6"	single	170.1	22	47.2	12	15.3	33	PD
X-078	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	42.6	20	21.5	13	23	23	PD
X-078	LJM716	ERBB3	single	147.9	20	29.7	13	17.6	30	PD
X-078	everolimus	MTOR	single	81.4	22	24.9	12	23.5	43	PD
X-078	untreated	"UNKNOWN,Untreated"	single	314.4	21	61.7	14	11.1	28	PD
X-080	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	122.9	21	56	13	10.8	55	PD
X-080	LJM716	ERBB3	single	214.9	25	25.7	12	16.6	33	PD
X-080	untreated	"UNKNOWN,Untreated"	single	-100	25	-24.8	25	25	25	PR
X-084	BGJ398	FGFR	single	-34.6	13	-18.4	20	34	34	SD-->PD
X-084	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	8.2	16	12	16	24	24	SD-->PD
X-084	BYL719	PIK3CA	single	77.3	21	13.1	11	26	29	PD
X-084	BYL719 + HSP990	"PIK3CA,HSP90"	combo	40.3	24	24.4	14	38	38	PD
X-084	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	45.6	28	16.7	11	28	28	PD
X-084	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-13	19	-2.6	12	36	36	SD
X-084	HDM201	MDM2	single	112.2	22	25.8	11	20.3	32	PD
X-084	figitumumab	IGF1R	single	301.7	21	48.4	11	11.7	25	PD
X-084	HSP990	HSP90	single	228.7	20	67.3	13	8.7	24	PD
X-084	INC280	MET	single	150.4	22	39.6	12	13.8	40	PD
X-084	INC280 + trastuzumab	"ERBB2,MET"	combo	132.5	26	35.9	12	16	33	PD
X-084	LEE011	"CDK4,CDK6,CDK4/6"	single	108.4	20	58.5	13	8.6	24	PD
X-084	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	9.7	16	9.8	16	55.6	78	SD-->PD
X-084	LJM716	ERBB3	single	1.1	12	-2.2	12	24.1	33	SD-->PD
X-084	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	67.9	26	20.3	12	28.7	36	PD
X-084	LLM871	FGFR2/4	single	208.7	20	65.1	13	9.4	24	PD
X-084	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	67	26	31.2	12	30.8	40	PD
X-084	everolimus	MTOR	single	12.1	11	1.1	11	29	29	SD-->PD
X-084	trastuzumab	ERBB2	single	101	20	31.3	13	19.8	24	PD
X-089	BGJ398	FGFR	single	197	21	46.9	12	11.8	39	PD
X-089	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-7.9	38	0.1	12	59.9	89	SD-->PD
X-089	BYL719	PIK3CA	single	67.1	21	16.8	12	28	50	PD
X-089	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-44.3	39	-3.9	49	91.2	106	SD-->-->PD
X-089	HDM201	MDM2	single	24.8	36	6.6	12	21.3	36	SD-->PD
X-089	figitumumab	IGF1R	single	202.5	23	31.6	12	14.3	28	PD
X-089	HSP990	HSP90	single	230.2	23	54.1	12	11.3	38	PD
X-089	LEE011	"CDK4,CDK6,CDK4/6"	single	-74.1	66	-44.3	96	113.9	124	PR-->-->PD
X-089	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-64.1	67	-18.7	80	80	80	SD
X-089	LJM716	ERBB3	single	-33.5	73	-0.7	84	149	149	SD-->-->PD
X-089	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	218	22	63.7	11	7.3	22	PD
X-089	LLM871	FGFR2/4	single	287.3	23	26.5	12	13.1	28	PD
X-089	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-91.6	126	14	155	16.4	155	SD
X-089	everolimus	MTOR	single	41.4	21	14.9	12	31.9	105	PD
X-089	trastuzumab	ERBB2	single	100	23	26.7	12	17.3	41	PD
X-090	BGJ398	FGFR	single	51.2	21	4.4	14	28	28	PD
X-090	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-31.2	21	-20.5	21	28	28	SD
X-090	BYL719	PIK3CA	single	-58	28	-30.5	28	28	28	PR
X-090	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-100	13	-89.9	48	48	48	CR
X-090	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-28.5	22	-14.5	43	43	43	SD
X-090	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	9.5	20	14.1	14	30	30	SD
X-090	HDM201	MDM2	single	17	21	11.6	14	28	28	SD
X-090	figitumumab	IGF1R	single	60.7	22	-4.3	15	25.6	33	PD
X-090	HSP990	HSP90	single	-59.2	28	-28.1	28	28	28	PR
X-090	INC280	MET	single	50.1	29	-5	11	32	32	PD
X-090	INC280 + trastuzumab	"ERBB2,MET"	combo	-100	27	-82.7	114	158.1	177	CR-->-->PD
X-090	LEE011	"CDK4,CDK6,CDK4/6"	single	57.8	21	31	14	22.8	28	PD
X-090	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-10.6	20	-2.6	20	24	24	SD
X-090	LJM716	ERBB3	single	52.5	21	12.5	11	32	32	PD
X-090	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-75.7	33	-34.1	33	33	33	PR
X-090	LLM871	FGFR2/4	single	109.3	22	42.5	12	15.7	33	PD
X-090	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-100	23	-83	111	111	111	CR
X-090	everolimus	MTOR	single	-5.9	12	-2.7	12	33	33	SD
X-090	trastuzumab	ERBB2	single	-16.7	31	-0.6	31	31	31	SD
X-091	BGJ398	FGFR	single	-36.7	12	-21	16	49.2	74	SD-->PD
X-091	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	8.1	16	3.3	12	88.3	160	SD-->PD
X-091	BYL719	PIK3CA	single	8.3	12	8.2	12	69.5	109	SD-->PD
X-091	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-54.8	51	-24.7	78	96	96	PR-->-->PD
X-091	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	11.2	16	7.3	13	46.2	58	SD-->PD
X-091	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-13.4	65	14.2	79	79	79	SD
X-091	HDM201	MDM2	single	63.1	21	23	12	25.4	48	PD
X-091	figitumumab	IGF1R	single	-4.8	13	-4.2	13	53	69	SD-->PD
X-091	HSP990	HSP90	single	-31.9	20	-19.2	24	84.9	136	SD-->PD
X-091	INC280	MET	single	297.8	22	37.2	13	13.2	27	PD
X-091	INC280 + trastuzumab	"ERBB2,MET"	combo	16.8	20	4.6	15	49.9	69	SD-->PD
X-091	LEE011	"CDK4,CDK6,CDK4/6"	single	36.8	31	3.2	14	52.5	105	PD
X-091	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	89.5	22	58.1	13	11.2	41	PD
X-091	LJM716	ERBB3	single	-12.3	14	-6.8	14	32	32	SD-->PD
X-091	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	2.3	99	3.8	15	106	106	SD-->PD
X-091	LLM871	FGFR2/4	single	22	213	36.4	13	19.5	234	PD
X-091	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	79	22	27.7	13	25.3	62	PD
X-091	everolimus	MTOR	single	-31.3	10	-16.4	14	42.9	87	SD-->PD
X-091	trastuzumab	ERBB2	single	40.5	24	24.6	13	45.7	93	PD
X-091	untreated	"UNKNOWN,Untreated"	single	21.3	12	10.7	12	49	130	SD-->PD
X-0933	5FU	chemotherapy	single	328.4	20	117.8	20	8	29	PD
X-0933	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-27.8	10	-21.2	14	62	62	SD-->PD
X-0933	BKM120 + LJC049	"panPI3K,TNKS"	combo	62	21	11	11	27.3	33	PD
X-0933	BYL719	PIK3CA	single	-55.9	10	-29.6	15	57.2	72	PR-->PD
X-0933	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	75.4	20	40.9	12	24.3	36	PD
X-0933	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	-51.5	50	-34.3	92	102	102	PR-->-->PD
X-0933	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	-12.7	21	-11.5	11	57	57	SD-->PD
X-0933	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-52.1	10	-29.4	15	45.9	48	PR-->PD
X-0933	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	-48.4	14	-23.9	17	98	98	SD-->-->PD
X-0933	cetuximab	EGFR	single	10	14	-1.8	14	36	36	SD-->PD
X-0933	cetuximab + encorafenib	"EGFR,BRAF"	combo	-37.6	15	-16.3	26	71	72	SD-->PD
X-0933	CGM097	MDM2	single	94.5	22	52.1	14	22.4	27	PD
X-0933	CKX620	MAPK	single	-45	33	-29	80	98	98	SD
X-0933	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-33.4	15	-15.1	26	91	91	SD-->PD
X-0933	HDM201	MDM2	single	345	22	28.4	14	15.2	27	PD
X-0933	LEE011	"CDK4,CDK6,CDK4/6"	single	-2.7	10	7.7	14	29	29	SD-->PD
X-0933	encorafenib	BRAF	single	22.4	27	7.4	11	27	27	SD
X-0933	LJC049	TNKS	single	549	24	83.7	11	6	24	PD
X-0933	LKA136	"NTRK1,NTRK2,NTRK3"	single	22.4	10	3.4	15	29	29	SD-->PD
X-0933	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	41.6	24	32.7	14	29	29	PD
X-0933	untreated	"UNKNOWN,Untreated"	single	183.2	21	59	14	9.9	36	PD
X-0933	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-60	12	-35.01666667	17	17	17	PR
X-096	BGJ398	FGFR	single	330.9	21	114.9	13	3.8	21	PD
X-096	BYL719	PIK3CA	single	-61.7	27	-25.5	27	27	27	PR
X-096	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-23.4	21	17.2	21	21	21	SD
X-096	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	82.2	21	31.5	14	24.8	28	PD
X-096	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	69.2	24	33.9	14	28	28	PD
X-096	HDM201	MDM2	single	354.2	17	148.1	13	3.6	17	PD
X-096	figitumumab	IGF1R	single	286.6	24	62.3	14	11.4	24	PD
X-096	HSP990	HSP90	single	340.5	17	106.1	13	5	17	PD
X-096	INC280	MET	single	293.2	17	119.7	14	5.9	17	PD
X-096	INC280 + trastuzumab	"ERBB2,MET"	combo	16.4	28	25.7	17	28	28	SD
X-096	LEE011	"CDK4,CDK6,CDK4/6"	single	-40.3	24	-13.6	24	24	24	SD
